accuracy,loss,val_accuracy,val_loss
0.8706002235412598,0.07392443716526031,0.5737593770027161,0.2038964480161667
0.9353851675987244,0.04653424769639969,0.8545207381248474,0.08846405148506165
0.9396361112594604,0.04120984673500061,0.9394969344139099,0.042302798479795456
0.9411664605140686,0.03671487420797348,0.9544527530670166,0.03617943078279495
0.9401462078094482,0.033520303666591644,0.9530931115150452,0.02974214218556881
0.9435470104217529,0.029889822006225586,0.9462950229644775,0.0267776008695364
0.9457575082778931,0.027008751407265663,0.9592114090919495,0.025114966556429863
0.9462676644325256,0.02479243092238903,0.9592114090919495,0.022317897528409958
0.9481380581855774,0.022399280220270157,0.9462950229644775,0.02023119293153286
0.9483081102371216,0.020312489941716194,0.9517335295677185,0.018747592344880104
0.9449073076248169,0.020140942186117172,0.9639700651168823,0.018090488389134407
0.9489882588386536,0.019099395722150803,0.9537729620933533,0.01681331917643547
0.9494983553886414,0.017910461872816086,0.9530931115150452,0.015697745606303215
0.9506886601448059,0.016446402296423912,0.9483344554901123,0.015084568411111832
0.9518789052963257,0.01527461502701044,0.9483344554901123,0.014486764557659626
0.9501785635948181,0.01528539415448904,0.9578518271446228,0.013291770592331886
0.9489882588386536,0.015164417214691639,0.9517335295677185,0.013626507483422756
0.9556198120117188,0.013599766418337822,0.9626104831695557,0.012747449800372124
0.9537493586540222,0.01307895127683878,0.9510536789894104,0.011803621426224709
0.9561299085617065,0.011934295296669006,0.9571719765663147,0.011452426202595234
0.9597007036209106,0.01122487522661686,0.9680489301681519,0.01087995059788227
0.960040807723999,0.011144586838781834,0.9646499156951904,0.010347874835133553
0.9595307111740112,0.010787738487124443,0.9646499156951904,0.010230948217213154
0.9627614617347717,0.010236979462206364,0.9646499156951904,0.010676713660359383
0.9585104584693909,0.010465730912983418,0.9700883626937866,0.009414171800017357
0.9709233045578003,0.009218391962349415,0.9673691391944885,0.009229093790054321
0.9639517068862915,0.009922930039465427,0.96872878074646,0.010085019282996655
0.968542754650116,0.008900255896151066,0.9768864512443542,0.008473765105009079
0.9702431559562683,0.008481863886117935,0.9272603392601013,0.0176058579236269
0.9680326581001282,0.008283698000013828,0.9755268692970276,0.00778193399310112
0.9709233045578003,0.008260234259068966,0.9673691391944885,0.007865454070270061
0.9637816548347473,0.00914506521075964,0.9741672277450562,0.008527638390660286
0.9741540551185608,0.007475767284631729,0.9619306325912476,0.010397122241556644
0.9738139510154724,0.007581711281090975,0.9639700651168823,0.008992518298327923
0.975684404373169,0.007100899703800678,0.9748470187187195,0.007722462993115187
0.9768747091293335,0.006559951696544886,0.9694085717201233,0.00744748767465353
0.974324107170105,0.007154153194278479,0.9646499156951904,0.009115752764046192
0.9780649542808533,0.006444575265049934,0.9673691391944885,0.007285574451088905
0.9811256527900696,0.006040271371603012,0.9619306325912476,0.008482681587338448
0.9782350063323975,0.00642655324190855,0.9204622507095337,0.018220318481326103
0.9770447015762329,0.00643673911690712,0.9646499156951904,0.00834390427917242
0.9819758534431458,0.005707429256290197,0.9775663018226624,0.007802935317158699
0.9816357493400574,0.0056852842681109905,0.9836845397949219,0.0064583406783640385
0.9853766560554504,0.0053238645195961,0.9714480042457581,0.007085513789206743
0.9829961061477661,0.005342453718185425,0.9184228181838989,0.020124096423387527
0.9780649542808533,0.006535956636071205,0.8939496874809265,0.026466574519872665
0.9806155562400818,0.005990124773234129,0.9836845397949219,0.00655149482190609
0.9821459054946899,0.005660075228661299,0.9734874367713928,0.008121207356452942
0.9821459054946899,0.0054159644059836864,0.9816451668739319,0.006803843192756176
0.9840162992477417,0.005101178307086229,0.9714480042457581,0.006753681693226099
0.9867369532585144,0.004855746868997812,0.9394969344139099,0.012008773162961006
0.9848664999008179,0.005125170573592186,0.9809653162956238,0.007137499749660492
0.9802754521369934,0.00608862517401576,0.9830047488212585,0.005677011329680681
0.986396849155426,0.004714395385235548,0.9700883626937866,0.006693270988762379
0.986396849155426,0.0047155083157122135,0.9741672277450562,0.008765681646764278
0.9870770573616028,0.0044965543784201145,0.9551325440406799,0.010388958267867565
0.9767046570777893,0.006491208914667368,0.9517335295677185,0.012429319322109222
0.9872470498085022,0.004370320588350296,0.9836845397949219,0.006450116168707609
0.9869070053100586,0.004482918418943882,0.9857239723205566,0.005849733948707581
0.9869070053100586,0.004302287474274635,0.9673691391944885,0.009468352422118187
0.9875871539115906,0.0041442615911364555,0.9802855253219604,0.00590951181948185
0.9933684468269348,0.003589445957913995,0.9612508416175842,0.011378259398043156
0.9889474511146545,0.00411673728376627,0.9809653162956238,0.007311137858778238
0.9860568046569824,0.004553740378469229,0.9864038228988647,0.006326127797365189
0.9886074066162109,0.003987331409007311,0.9707682132720947,0.008175318129360676
0.9897976517677307,0.0039310576394200325,0.9809653162956238,0.006340681575238705
0.9867369532585144,0.004126643296331167,0.9510536789894104,0.013825888745486736
0.9865669012069702,0.004150801338255405,0.9714480042457581,0.01085569802671671
