accuracy,loss,val_accuracy,val_loss
0.8935555219650269,0.06594350934028625,0.66213458776474,0.18766993284225464
0.9335147142410278,0.04845703765749931,0.8905506730079651,0.08431679755449295
0.9382758140563965,0.04527750611305237,0.9639700651168823,0.04505477845668793
0.9406563639640808,0.041663654148578644,0.9469748735427856,0.039186712354421616
0.9438871145248413,0.03866235539317131,0.9456152319908142,0.036231424659490585
0.9423567652702332,0.036014623939991,0.9612508416175842,0.03355422616004944
0.9396361112594604,0.03390069305896759,0.9537729620933533,0.03062593564391136
0.9460976123809814,0.03126755729317665,0.9626104831695557,0.028943166136741638
0.9445672631263733,0.029715782031416893,0.9442555904388428,0.030016940087080002
0.9440571069717407,0.027595244348049164,0.9653297066688538,0.02510039135813713
0.9477980136871338,0.024898571893572807,0.9564921855926514,0.023156585171818733
0.9477980136871338,0.02334669977426529,0.9496940970420837,0.021406400948762894
0.9467777609825134,0.02174384891986847,0.9517335295677185,0.01996484398841858
0.9472878575325012,0.02068796195089817,0.947654664516449,0.019759228453040123
0.9481380581855774,0.019922824576497078,0.9388171434402466,0.019675221294164658
0.9437170624732971,0.020174164324998856,0.9367777109146118,0.020692724734544754
0.9476279616355896,0.018071888014674187,0.9598912596702576,0.016184471547603607
0.9496684074401855,0.01763809844851494,0.9544527530670166,0.015545879490673542
0.9523890614509583,0.015891846269369125,0.947654664516449,0.01504326518625021
0.9505186080932617,0.015527643263339996,0.9564921855926514,0.01398440171033144
0.9510287642478943,0.014577558264136314,0.9462950229644775,0.01386258564889431
0.9510287642478943,0.013604482635855675,0.963290274143219,0.01285222452133894
0.9471178650856018,0.01376150082796812,0.9510536789894104,0.012667415663599968
0.9489882588386536,0.013074494898319244,0.9605710506439209,0.012719839811325073
0.9493283629417419,0.014177771285176277,0.9388171434402466,0.02522237040102482
0.9467777609825134,0.01496442873030901,0.9394969344139099,0.013259139843285084
0.9479680061340332,0.012798242270946503,0.9517335295677185,0.011341633275151253
0.9525591135025024,0.012081785127520561,0.9612508416175842,0.011376147158443928
0.9489882588386536,0.011766351759433746,0.9598912596702576,0.010997692123055458
0.9525591135025024,0.011337140575051308,0.955812394618988,0.011082888580858707
0.9500085115432739,0.01172476913779974,0.9456152319908142,0.01279523130506277
0.9491583108901978,0.011370318941771984,0.9571719765663147,0.010326269082725048
0.9498384594917297,0.010974972508847713,0.947654664516449,0.010664714500308037
0.9494983553886414,0.010579502210021019,0.9612508416175842,0.009521318599581718
0.9556198120117188,0.009890364482998848,0.9585316181182861,0.009056797251105309
0.9511987566947937,0.009651628322899342,0.9564921855926514,0.008909504860639572
0.9527291059494019,0.01008086558431387,0.9598912596702576,0.008738371543586254
0.9561299085617065,0.009498079307377338,0.9653297066688538,0.008582563139498234
0.9586805105209351,0.00895276851952076,0.9564921855926514,0.008778686635196209
0.9500085115432739,0.010487861931324005,0.9653297066688538,0.009012334048748016
0.9510287642478943,0.009896360337734222,0.9598912596702576,0.00840502418577671
0.953579306602478,0.009364602155983448,0.9639700651168823,0.007993652485311031
0.9576602578163147,0.00886533223092556,0.9653297066688538,0.008059844374656677
0.9522190093994141,0.009116270579397678,0.9592114090919495,0.007888257503509521
0.9557898044586182,0.008798728697001934,0.9639700651168823,0.007884991355240345
0.9573202133178711,0.008461427874863148,0.9666893482208252,0.0076336185447871685
0.9554497599601746,0.00846268329769373,0.9666893482208252,0.0070136128924787045
0.9505186080932617,0.008996520191431046,0.9680489301681519,0.006967596244066954
0.9562999606132507,0.008396015502512455,0.9646499156951904,0.006956951692700386
0.9564700126647949,0.007972965948283672,0.9653297066688538,0.006980229634791613
0.9569801092147827,0.008412746712565422,0.9694085717201233,0.007275888696312904
0.9547696113586426,0.008784023113548756,0.955812394618988,0.008355648256838322
0.9530692100524902,0.008769704028964043,0.9680489301681519,0.007465541362762451
0.9585104584693909,0.008171387016773224,0.96872878074646,0.007425861433148384
0.9549396634101868,0.008988172747194767,0.9673691391944885,0.007942202500998974
0.9591906070709229,0.008498845621943474,0.9666893482208252,0.006772913970053196
0.9568100571632385,0.00834991130977869,0.9673691391944885,0.007194287143647671
0.9583404064178467,0.00785919837653637,0.9741672277450562,0.00646637799218297
0.9597007036209106,0.007570482324808836,0.96872878074646,0.00622844323515892
0.9602108597755432,0.007447820622473955,0.9694085717201233,0.0061753299087285995
0.9576602578163147,0.007557960692793131,0.963290274143219,0.006298065185546875
0.9595307111740112,0.006969272159039974,0.9626104831695557,0.0065330276265740395
0.9571501612663269,0.008124247193336487,0.9537729620933533,0.011523433029651642
0.9588505625724792,0.007886339910328388,0.9741672277450562,0.006211285945028067
0.9568100571632385,0.008107931353151798,0.9734874367713928,0.006305939517915249
0.9581703543663025,0.007443118374794722,0.9626104831695557,0.006934104487299919
0.9574902057647705,0.007914074696600437,0.9666893482208252,0.007276949472725391
0.9622513055801392,0.007273520343005657,0.96872878074646,0.00654528709128499
0.9598707556724548,0.006924251560121775,0.9728075861930847,0.0056837997399270535
0.9590205550193787,0.007610020227730274,0.9619306325912476,0.0076079051941633224
0.9605509042739868,0.008007766678929329,0.96872878074646,0.006871141958981752
0.9586805105209351,0.00750301219522953,0.9612508416175842,0.006715406198054552
0.959360659122467,0.0070769693702459335,0.9728075861930847,0.006218204740434885
0.959360659122467,0.007331899367272854,0.9666893482208252,0.005881010554730892
0.9583404064178467,0.00817351508885622,0.9578518271446228,0.008047637529671192
0.9595307111740112,0.007863174192607403,0.9700883626937866,0.006087610963732004
0.9566400051116943,0.007235961966216564,0.9666893482208252,0.005852699279785156
0.9631015062332153,0.006954551208764315,0.9666893482208252,0.005840045399963856
0.9602108597755432,0.007015509065240622,0.9734874367713928,0.005976984743028879
0.9583404064178467,0.006835374515503645,0.9660094976425171,0.006250732112675905
0.962081253528595,0.006757563445717096,0.9673691391944885,0.005958659574389458
0.9615711569786072,0.006781850475817919,0.9728075861930847,0.005648954771459103
0.9595307111740112,0.007155166938900948,0.9728075861930847,0.005928348749876022
0.9636116027832031,0.0066426461562514305,0.9673691391944885,0.0054226769134402275
0.9608910083770752,0.006544574163854122,0.9741672277450562,0.005752419587224722
0.965142011642456,0.006249893922358751,0.9694085717201233,0.005424957722425461
0.9598707556724548,0.007181918248534203,0.96872878074646,0.006204877980053425
0.9624213576316833,0.007271935231983662,0.9666893482208252,0.006319455336779356
0.9610610604286194,0.007162235211580992,0.9741672277450562,0.0054979403503239155
0.962081253528595,0.006619138643145561,0.9714480042457581,0.005798769649118185
0.9619112610816956,0.006590827368199825,0.9680489301681519,0.006161029916256666
